"","text","time","sentiment"
"95","Сериал затягивает с первых серий, но к концу 1го сезона складывается ощущение, что у сепаратистов застой, и что они не знаю чем даже закончить 1вый сезон. Не говоря уже о начале  второго. Но смотреть стоит! Посмотрим на сколько сезонов хватит купола.","2014-07-05T14:32:16+03:00","positive"
"96","Да,сериал конечно же интересный,сюжет неплохой(все таки С.Кинг работал над ним),есть конечно недоработки в спецэфектах(такое чувство,что в 1 серии у разрезаной коровы,не было ничего внутри кроме хребта),но фиьмец на ура!!!","2014-06-24T10:46:34+03:00","positive"
"97","один сезон, 13 серия и это финал??? я бы сказала что это только средина, всё закончилось только в разгаре событий.. непонятно","2014-06-14T21:15:29+03:00","positive"
"98","о да это именно тот сериал которого я ждал всю жизнь в этом сериале есть просто всё советую всем посмотреть","2014-06-03T18:27:30+03:00","positive"
"99","Розпочав дивитись серіал після прочитання книги) Книга набагато краща) Проте серіал дивитись можна) як на мене непогана екранізація)","2014-05-11T17:51:16+03:00","positive"
"100","Сюжет должен быть нормальным, но эти ббсишные и т.д. заказы з апарили. Гавно-сериал делают, если они хотят растягивать сам фильм и иметь с него деньги, так пускай на ... вкладывают в него больше, а не мутят свои аргентинские ""мыльные оперы"". Ну вообще пойдёт сюжет, Кинг всегда отжигал, но кто много пересмотрел его или перечитал- сразу знает финал...","2014-09-12T03:04:24+03:00","positive"
"101","Один из немногих хороший сериалов, который можно и нужно смотреть! Чем дальше, тем интереснее и напряжённее сюжет!","2015-08-07T23:23:25+03:00","positive"
"102","Сьогодні дочитав книгу. Вирішив подивитись екранізацію. Подивився першу серію. Клітини мозку пручались зі всих сил. Щоб остаточно не травмувати свій мозок - вимкнув взагалі. Люди, якщо ви читаєте цей коментар (що вже добре), то послухайте моєї поради: я Вас прошу, придбайте книгу за 70 грн, не полінніться та прочитайте її. Я читав її два тижні, я жив разом з цими героями з самого початку, від моменту опускання куполу на Честер Міл і до ... Я ходив разом з жителями цього міста по Мейн стріт, бачив перехрестя шоссе №119 та № 117, слухав їхні розмови в Троянді-Шипшині за чашкою кави та  читав свіжий номер газети ""Демократ"". Переживав за хороших героїв та відчував огиду до поганих. Я був з цими людьми від самого початку і аж до кінця (дякувати за це Стівену Кінгу). 
Люди читайте книгу, розвивайте в собі фантазію і не будьте фільтром який пропустити через себе 2 сезони казна чого.","2015-02-18T19:29:45+02:00","negative"
"103","Сериал заслужил почётное место в топе. Во-первых, это Кинг, во-вторых, много талантливых режиков работало над съёмками, в-третьих, подбор актёров, их игра, развитие событий радует.

(Хоть, я книги и не читал, но 3-4 серия 3-го сезона говорит о том, что дальше будет интересно)

Вот Вам моё ""Да"".

9 из 10","2015-07-11T12:02:01+03:00","positive"
"104","Как по мне - хороший сериал. Время убить можно.
Первый сезон пошел вообще на отлично. Второй аналогично. А вот дальше...
Начинают глупости показывать. 
Сериал для тех, кто не ищет адекватности и ляпов. 
Итог - 6\10.","2015-08-05T14:02:28+03:00","positive"
"105","Очень не часто оставляю комментарии, но этот сериал... - это просто шедевр издевательства над зрителем...(((((((
 По окончании просмотра, остаётся чень много КЛЮЧЕВЫХ для всего сериала вопросов БЕЗ ответов... так убили концовкой, что даже нет желания прокручивать в голове сюжет, перечисляя эти вопросы, но могу сказать одно - я очень пожалел что потратил столько времени на просмотр ЭТОГО ""ГМО""(((((((","2014-10-02T00:11:26+03:00","negative"
"106","книгу не читала. мой вердикт - интересно. ничего плохого про сериал сказать вроде не могу) поэтому советовала бы к просмотру, кто любит такой жанр.","2015-09-10T22:13:57+03:00","positive"
"107","Сериал потерял смысл на средине 2 сезона,3 так и вообще в бред превратился во главе с силиконовой госпожой....","2015-09-18T22:53:54+03:00","negative"
"108","1 сезон 13 серия ..... когда идет заставка названия сериала .... сериал имеет название ВоВсеТяжкие)))))))","2015-09-25T00:35:53+03:00","positive"
"109","очень классный сериал!!! есть много чего такого, что можно взять для себя, например как вести себя в той или иной ситуации.) первый и второй сезон смотрелись на одном дыхании, третий сезон был с нюансами банальности.) но в целом сериал классный!!!! советую тем, кто любит фантастику.))","2015-09-30T02:28:38+03:00","positive"
"110","Посмотрел первый сезон на одном дыхании. Непредсказуемый сюжет и желание получить ответы на все вопросы заставляет смотреть серию за серией. Но под конец второго сезона это стало жутко надоедать, стало скучно, сериал стал казаться глупым. Все хорошо в меру, первый сезон и начало второго мне понравилось, дальше началась муть... 
И еще немного раздражает доброта главных героев, сколько раз их подводит и хочет вставить нож в спину этот политик, а они его отпускают и отпускают.... 
В целом сериал хороший, правда не знаю что будет в 3 сезоне.","2015-10-06T17:24:51+03:00","positive"
"111","сериал классный. я скачал и посмотрел быстро как моя физиология позволяет. такое нашествие активных действий, что нет терпения откладывать следующую серию на завтра. и вот досмотрел и грустно стало, что сериал закончился. но закончился на таком моменте, что вроде должен быть 3 сезон. история не закончилась. ведь по сюжету фильма, за пределами купола ""чёрные человечки"" озабочены куполом, и с их отношением к выжившим ни ясно. и что с яйцом? в прочим 3 сезон мог бы быть похожим чем то на сериал ""4400"".","2015-01-14T23:30:02+02:00","positive"
"112","По сравнению с другими сериалами, он шикарный, но по маленькому стал сдавать назад. 
Думаю в следующих сериях он поднимется в самый верх, и станет одним из самых дорогих и интересных сериалов.

Ждем более новых интересных серий!","2014-10-01T10:49:46+03:00","positive"
"113","Сериал не плох по сценарию, хотя немного хромает игра актеров. А что касается коментов, где говорится что много несоответствий с книгой - так сериал снят по мотивам, а ни по одноименному рассказу... а значит за сюжет была взята лишь суть.","2013-07-31T06:15:54+03:00","positive"
"114","Начинала смотреть - очень нравилось. Но потом началось соплежуйство! И концовка  - отстой((((((((((((((","2013-11-02T00:09:15+02:00","negative"
"115","Сериал очень интересный и захватывающий!
Очень много моментов, когда казалось бы вот - уже всё, они выбрались, но тут же что-то случается и всё по-новой. Именно поэтому сериал затягивает. Хочется смотреть все дальше и дальше!
Конечно, сериал очень различается с одноименной книгой Стивена Кинга - добавились новые персонажи, появились несколько любовных линий, чего в книгах Кинга редко встретишь. Но ни смотря на это фильм не надоедает и не заставляет скучать при просмотре.
Вообщем - советую к просмотру!
10/10","2014-09-25T20:26:28+03:00","positive"
"116","Серіал знятий за мотивами однойменної книги від Короля Жахів!! Без сумніву він стане одним з лідируючих серіалів цього року!! Вже в очікуванні наступної серії (а їх буде всього 13). 
Серіал заінтригував дуууже.","2013-06-26T21:23:22+03:00","positive"
"117","Кинг супер!читал книгу думаю сериал будет интересным)  (кстати когда читал книгу в мыслях пролетало о том что классный бы фильм был бы по мотивам книги)","2013-07-02T18:40:06+03:00","positive"
"118","очень интересно, но не понравилось что сильно поменяли героев, ту же самую Джулию и Дейла, офицера Веттингтон и т.д. прочитав книгу, немного удивляешся таким изменениям","2013-07-03T10:17:07+03:00","positive"
"119","Серіал шикарний, з нетерпінням чекатиму продовження. Надіюсь скоро екранізують і Темну вежу, вона безперечно стане кращим фільмом року)","2013-07-16T14:27:22+03:00","positive"
"120","Сама идея сериала очень крутая, к сожалению  книгу не читал, но думаю, что стоит. Что касается реализации, то на сериал явно пожалели денег. Актеры в осномном неизвестные, очень мало массовки, спецэффекты на уровне 80-х годов прошлого века. Сериал смотреть можно, интрига присутствует, но сейчас его вытягивает только, повторюсь,  сама идея. Будем расчитывать, что второй сезон снимут с размахом - а пока можно прочитать книгу...","2013-08-10T15:22:35+03:00","positive"
"121","После 5-ой серии понял, что это муть страшной силы. Дабы не обижать почитателей - для детей до 18 лет, не более того.","2013-08-29T22:54:44+03:00","negative"
"122","Сериал надо посмотреть уж очень хороший. И я бы к жанру добавила комедия ведь это фраза меня просто повалила, цитирую:
-Ты ужасен..
-Как кто? Как преступник?
-Хуже...как политик..","2013-09-17T18:21:50+03:00","positive"
"123","Вот и закончился первый сезон (финальная 13 серия). Что мы имеем? Трупы, трупы, трупы и никаких совершенно объяснений. Не скажу, что сериал плохой, но очень уж затянут и неправдоподобен. Не говоря о вышеописанных странностях с электричеством, добавлю отношения героев между собой. Они совершенно нереальны. Полицейская, дети, возлюбленная Барби и все остальные - такое впечатление, что совершенно не хотят друг с другом как то контактировать. Всегда бегают один от одного при этом не взаимодействуют сплоченно. То они вместе, то уже на каких то совершенно разных частях города. Порадовала концовка, где весь город стоит на мероприятии посвященному Барби, а девушка-монарх и  дети шарятся непонятно где вместо того, что бы прийти в народ и сообщить о сложившейся ситуации.. В общем фильм я смотрел с интересом, но не ожидал, что всё закончится так и не начавшись. Я разочарован. Буду ли смотреть второй сезон? Разве что когда его полностью выпустят и не придется ждать неделями непонятно чего...","2013-09-19T19:32:54+03:00","negative"
"124","Книга интересная, а вот сериал получился надуманным (делаем скидку на то, что он всего лишь по мотивам книги). Сезон осилил и понял, что второй сезон это будет обычное жевание каши. А жаль","2013-09-25T17:22:47+03:00","negative"
"125","Очередной пример того,как можно тупо слить интересную тему.Кроме ярких картинок и идеи,придуманной Кингом,в сериале нет НИЧЕГО.Вас трогают безэмоциональные поступки плоских картонных персонажей? Меня-нет.Авторы примудрились снять так ""увлекательно"",что мне абсолютно не интересно,что будет дальше с этими кукольными персонажами и что это за купол.Поразительно скучно и мыльно.","2013-09-20T22:29:28+03:00","negative"
"126","О  чем это? О человеческих страстях, добре и зле? О контакте с иной цивилизацией? Что это – триллер, драма, фантастика? Это – ни то, ни другое, ни третье…. Пшик в общем… Затянуто, не драматургично… Скушно.

«Порадуются» все.  Те, кто читал книгу и те, кто не удосужился… Первые – разочаруются экранным дерьмо-воплощением. Вторые – когда с трудом дотянут просмотр сериала и с омерзением обнаружат, что все было зря… Финала-то нет! Конца этом опусу не видно… Грядет второй сезон, а за ним…
Не стоит тратить свое время на это чушь. Оценка: 0/10.","2013-11-21T21:20:08+02:00","negative"
"127","Невероятно огорчён сериалом. Это мой первый отзыв на сайте, всегда думал, что он будет позитивным и я буду расхваливать фильм, но увы. Абсолютная мыльная опера, на фоне которой где-то далеко, за облаками, под самой вершиной купола, таиться мотив книги великого Кинга. Прочитав отзыв одного из пользователей сайта, я не мог не согласиться с тем, что купол как таков, тут по большом счету и не нужен, лишние затраты на комп. графику для художников, не более. Смысловая нагрузка самого купола для меня существовала от силы первые две серии, после них я смотрел некий фильм, в котором хитроумным образом переплелись судьбы разных людей. Напоследок отдельно хотел сказать о героях, они очень американские, да-да, я в курсе, что сериал снять ими и о них, но это перебор. Я не поверил ни в купол, ни в людей живущих под ним... Я не знаю можно ли здесь писать о каких-то ляпах в фильме, если нет удалю сию запись. А дело в том, что в одной из серий Барбара роет яму для умершей женщины, могилка такая получилась не маленькая, небольшой автомобиль в неё бы уместился, и что вы думаете? как в старой доброй рекламе его футболка оказалась сухая и совсем не пахла... Я не понимаю такого. В мелочах всё. Спасибо за то, что прочитали это, возможно кому-то помогут мои умозаключения и вы сэкономите время потраченное на этот сериал. .... п.с. Хотя вы знаете, наверное всё таки стоит посмотреть самому это творение, ведь вкусы действительно у всех разные. Глядишь и оцените.","2014-07-21T22:22:42+03:00","negative"
"128","Есть нестыковочки , которые огорчили , первая и самая важная то почему под куполом есть ветер , если его в принципе при приближенных к данной ситуации обстоятельствах не должно быть ! Остальные я думаю вы и сами заметили !","2014-09-21T21:22:59+03:00","negative"
"129","Ребят, сам сериал и норм. НО по сравнению с книгой это просто кал.
Посмотрев первую серию там сразу намутили что-то с чем-то, я люблю спойлить, но как ты поспойлишь когда с первой серии начинается то, чего в книге и в помине не было. 
Читайте книгу.","2014-08-21T14:02:21+03:00","negative"
"130","Первый сезон смотреть было интиресно, хотя были свои минусы. 
Но второй сезон убил своей бездарснотью и дешевизной. Дотянул еле-еле до 5 серии и дальше смотреть желания нету. Особенно убивает игра актера, который играет Фила(бывшего ди-джея на радио).","2014-08-06T13:44:50+03:00","negative"
"131","Ну зачем еще 2 сезон снимать ? И одного бы хватило а так растянули и получилось хрен знает что !!! Лучше почитайте )))) Не стоит смотреть и тратить свое время .","2013-12-28T22:51:35+02:00","negative"
"132","Не думал что напишу отзыв, то с каждой серией желания становилось все больше и больше, и вот все таки терпеть дальше нельзя. Сразу скажу, книгу я не читал и оцениваю сериал исключительно как самостоятельное произведение. Итак:
1) Режиссура. Отвратная режиссура. И это не удивительно, ведь за первый сезон состоящий из 13-ти серий, над сериалом работало 12 режиссеров. Вы вдумайтесь только, это практически каждую новую серию снимал другой человек. Связи между сериями мало, кроме как в сюжетных поворотах, которые сами по себе отвратительны, но до этого мы еще дойдем. 
2) Сценарий. Он вообще заставляет тебя удивляться и задумываться о вменяемости сценариста каждые 4 минуты так точно. Абсолютно не логичные действия персонажей и вообще эко система под куполом абсолютно не продумана, да и черт с ним, ""схавают"".  И опять же, за первых 13 серий над сериалом работало 14 сценаристов.
3) Актеры. Уверен, вы все не вперые видите большинство актеров снимающихся в ""куполе"", однако такую отвратительную их игру - впервые. Иногда создается впечатление что режиссер просто набирал смс в момент съемки очередного дубля, а сами актеры играли с мыслями ""похер, схавают"". 

Не буду говорить ничего об саундтреках, операторской работе, костюмерах и прочих аспектах, они просто есть: ничем не отвратительны и ничем не привлекательны.  

Как итог: Отвратительный сериал, который живет только на имени создателя - Кинга, ну и на хорошем маркетинге. 

Оценка: 3 из 10.","2014-07-23T14:16:15+03:00","negative"
"133","Книгу не читал.Посмотрел до 3 серии 2 сезона за 2 дня.Сериал очень понравился.Рад видеть в нем Дина Норриса.Полюбил этого актера после ""Во все тяжкие"" (до этого не знал).Не знаю,на сколько не соответствует сюжет сериала написанному в книге,но (все равно во многом спасибо Кингу) интрига есть,при чем руку Кинга узнаешь сразу.Ляпы,конечно есть.Но в целом реально классный сериал.С нетерпением жду продолжения - подсел.Главное не затягивать!","2014-07-18T18:03:36+03:00","positive"
"134","Кінга люблю за його суперові книги. Там присутня логіка вчинків персонажів у ситуації коли навколо трапляється якась невєдома фігня.
А серіал.. Перші серії ще можна дивитися. А потім почалося... 
Через нестачу чогось ліпшого глянула весь перший сезон. Вірішила, що на цьому і закину. Але падлюки-создатєлі )) як завжди скінчили на самом інтєрєсном мєсте!
На моменті в першій серії другого сезону, коли жінка з простреленою (тіко вчора!) легенею кинулася у воду і почала пливти, щоб урятувати якусь дівчину, моя витримка дала збій. Навіть не допомогла любов до Кінга і Спілберг у титрах. 
Так знущатися над здоровим глуздом ніхто не має право!","2014-07-16T19:01:13+03:00","negative"
"135","С каждой новой серией маразм в сюжетной линией только закручивается. Насколько крутая книга, но сериал сделали ужасный. Зачем нужно было добавлять свои ""идеи""??","2014-07-12T18:10:44+03:00","negative"
"136","Дотерпела до 12-й серии. Всё!!! Больше не могу!!! Как он мог позволить так перепаскудить своё произведение?!! БРРР! Трэш!","2014-02-07T00:49:29+02:00","negative"
"137","Решился на просмотр сериала из-за ожидания выхода любимых сериалов. Посмотрев 2 сезона, я ни чуть не пожалел о просмотре данного сериала и теперь сериал попал в список любимых.","2014-09-25T22:09:42+03:00","positive"
"138","Книга мне понравилась больше. Немножко раздражает что сюжет совсем другой. Но если не брать это к вниманию то сериал понравится","2014-09-24T17:19:33+03:00","positive"
"139","Начало заинтриговало и впечатлило. Сериал по Кингу нельзя было оставить без внимания (хотя ""Хейвен"" не впечатлил, я продолжала надеяться). Первый сезон заинтриговал началом, но чем дальше в лес, как говорится.... короче говоря, худо-бедно досмотрела)
Второй уже в самом начале показался слишком трешовым. Решила прочитать книгу, ведь столько положительных отзывов. Вот тут все эти рецензии попали в цель. Книга меня заворожила. Но, увы, в ней мало общего с экранизацией(  События во многом изменены, персонажи..они оставили себе только имена. В сериале слишком много ""соплей"", и это раздражает, чего не скажешь о книге.
Единственно, чем себя успокаиваю, так это то, что в нете встретила статью, в которой говорилось, что Кинг решил изменить события, что бы читателям не было скучно. Теперь то уж точно никто не знает, чем закончится пребывание Честерс Милла под Куполом. По это й причине я даже досмотрю всю эту Санта-Барбару... на перемотке).
В целом, ничего особого, ничего знаменательного. Поклонникам творчества Стивена Кинга к просмотру рекомендую исключительно в ознакомительных целях)","2014-08-26T22:51:02+03:00","negative"
"140","Начиная смотреть этот сериал думал что так себе.Но когда посмотрел вторую серию.То ждал продолжение.Хороший как по мне сюжет и игра актеров.Так что жду продолжения.Надеюсь что оно будет","2014-09-24T13:12:01+03:00","positive"
"141","Сериал супер. Захватывает с первой серии и держит в напряжении до самого конца. Рекомендую посмотреть его всем.","2014-09-13T13:40:12+03:00","positive"
"142","....не люблю сериалы, но дети мои подсадили на просмотр...увлеклась и тут же после 10серии второго сезона...расстроилась..ГДЕ ПРОДОЛЖЕНИЕ? ТРЕБУЮ ПРОДОЛЖЕНИЯ....","2014-09-08T00:21:29+03:00","positive"
"143","Еще один шедевр в стиле падающих небес и просто самого лажового сериала Сотня
первый сезон ниче еще-хотя сопливость немного есть и лезби с соплями раздражают-уже б клевых баб взяли, где они берут электриество и самое важное откуда берется ВОЗДУХ????
НО ВТОРОЙ СЕЗОН(((","2014-09-05T18:49:11+03:00","negative"
"144","Хороший сериал,нормальна игра актеров,интригуюший сюжет
временами нудновато но в целом гараздо лутше чем остальные сериалы
Оценка 9 из 10","2013-08-10T21:43:06+03:00","positive"
"145","Сериал просто шикарен, не смог от него оторваться 2 дня, пока его не досмотрел))
Жду 3 сезона, прочитал в интернете что будет в 2015 году, очень жду...","2014-08-11T13:20:55+03:00","positive"
"146","Треш верхом на трешаке и трешаком погоняет !!!!
Давно не видел такого грёбанного необьяснимого мыла.
А как легко избаваились, от многих персоонажей, которые были типа важны в первом сезоне (актёров, которым видимо недостаточно платили за такой позор) !!! Просто муть !!!","2014-07-31T14:07:53+03:00","negative"
"147","Терпел,смотрел,думал хоть в конце станет интересней,но чуда так и не произошло.Кинг конечно подкачал.Эту муть даже начинать смотреть не стоит,а откуда больше двух тысяч лайков вобще не понятно разве что после просмотра трейлера отметки ставили.Друзья не стоит тратить время даром, даже если вам нечем занятся и все просмотрено ибо это ахинея еще та.","2014-02-09T01:04:49+02:00","negative"
"148","Опять таки, книга лучше сериала. Нельзя сказать, что это провал, нет конечно же.Но много не состыковок с книгой, возможно это авторская задумка. Было немного пресновато и скучно моментами, хотя в целом это наверное 6 из 10.","2014-01-13T17:14:29+02:00","positive"
"149","ТАКОГО бреда, я еще не встречал в мировом кинематографе. На протяжении 13 серий зрителю морочат голову бредовыми соплями и мифическими американскими ценностями, а в итоге ""не о чем"". В кождой серии нам подкидывают новые тайны, но сериал обрывается на полуслове и зрител не узнает ни одного ответа.","2013-12-05T21:11:12+02:00","negative"
"150","Екранізації, зазвичай, набагато гірші за книги, але не цього разу. Судячи з пілотної серії, Кінґ ще не скоро піде на заслужений відпочинок.)","2013-07-01T00:14:27+03:00","positive"
"151","в этом сериале масса ляпов, посмотрел 1й сезон и после 1й серии 2го сезона понял, что больше не хочу его смотреть","2014-10-06T11:14:49+03:00","negative"
"152","Пытался досмотреть последнюю серию, но так и не смог. Плохой сериал, плохой во всем.
Уже даже не интересно чем все кончиться.","2014-10-01T12:54:18+03:00","negative"
"153","Идея хороша, поэтому и стал смотреть. Сначала воспринимал режиссуру этого сериала как комедию, иначе психика начала бы просто ломаться, но затем становилось все тоскливее и более удручающе. Как можно вкратце охарактеризовать этот шедевр? Очень просто: по основным моментам и идеям сценаристов. 
Заключение простое: кто любит поулыбаться над человеческой (американской) тупостью, давайте досмотрим этот шедевральный сериал!","2013-10-24T19:17:09+03:00","negative"
"154","Сериал очень захватывающий!!!Намного интересней книги!!!!Советую всем смотреть!!!С нетерпением жду следующей сезон!!!","2014-10-08T22:30:27+03:00","positive"
"155","тут многие пишут, что сценаристы просто ужас...но никого не волнует, что Стивен Кинг и есть сценарист этого сериала!мне сериал понравился)","2015-09-18T19:30:28+03:00","positive"
"156","Единственное что мне не понравилось- концовка. Либо я не догадливый, либо создатели криво придумали.Но к моему большому удивлению хотелось смотреть на одном дыхании. Жаль только, что времени не хватало.Сериал супер, резкие повороты сюжета, сам сюжет, отличная игра актёров, спец-эфекты- всё это есть в этом сериале.Рекомендую!","2014-11-16T18:09:19+02:00","positive"
"157","Довольно не плохой сериал, чем то цепляет. Ну как по мне он рассчитан для подростков где-то до 16-ти лет. Уж очень сильно  в сериале детишки фраеруют. Но всё таки посмотреть можно.
Самый крутой персонаж - это конечно же Большой Джим Ренни, он просто красава, самый прохаваный, хитрый и умный человек, остальные как Барби, Рыжая падруга та и в основном все тёлки это самые настоящие ТП!","2016-03-18T20:34:34+02:00","positive"
"158","Книгу ""Під куполом"" прочитав за 4-и дні, так ""затягнула"", неможливо було відірватися, навіть вночі читав)) А ось серіал; повний капець! Подивився три серії першого сезону... далі не вистачило терпіння і бажання дивитися на відстійну гру акторів і тупий сюжет, особливо мене ""бісила"" ця руда журналістка...///
 Один з найгірших американських серіалів останніх років.","2016-01-28T19:07:44+02:00","negative"
"159","Первые два сезона затягивали и заинтересовали но третий сезон это полный бред!Нет желания и интереса уже последние серии смотреть! Перекрутили много!","2016-01-25T17:14:31+02:00","negative"
"160","Первый сезон посмотрел класс втянуло, вперло, ждал с не терпением второй сезон, дождался! Тоже не плохой, но и тут когда вышел третий сезон-финальный после второй серии уже было понятно что херня полная( кто там курнул так что бы такое придумать, я в шоке. Короче говоря смотреть можно первый и второй сезон и всё.","2015-12-09T19:33:09+02:00","positive"
"161","Интересно что сам Стивен Кинг думает о данном продукте? С таким количеством нормальных  кинодеятелей, снять такой треш ...  Если была задумка ""слить"" Стивена Кинга то она удалась. Оцениваю этот продукт на 1 из 10.
Третий сезон откровенно ВЗБЕСИЛ (это мягко выражаясь) вкрай отупевшими главными героями и мега-ляпами.
Не понимаю тех кто пишет что фанатам С. Кинга сериал понравиться. Читать книгу после такого даже не стану.","2015-10-18T22:31:04+03:00","negative"
"162","Ох уж этот Стивен Кинг как, что то придумает... В принципе книги всегда отличаются от своих экранизаций. Хорошо, что пока не много серий, а то я бы не выдержал, хотя неизвестно сколько будет еще сезонов и будут ли вообще. Главный герой, бывший военный, всем понравится, хотя имя для мужика смешное - Барбара. Много убийств, смертей, любви, даже нетрадиционной, ну и конечно фантастика-фантастика. Но триллер получился очень драматичный. Первый сезон самый захватывающий! Оценка 8/10.","2016-02-11T22:48:35+02:00","positive"
"163","БРЕД! 
Начал смотреть чтоб убить время... Начало вроде норм, но потом начинается бог знает что!
Первое и самое главное когда появился выход причем проверенный почему не вывести всех??????
 А когда появилась непонятная НЕ РОЗВЕДАНАЯ до конца дыра в земле весь город спокойно пошел.... 
 Второе это постоянное появление какихто персонажей которых вначале небыло....
Занимаются херней типо роследование дел вместо того чтоб организовать план действия по спасению и дальнейших действий 
Постоянная реклама машины тойота на електро движке которой пох на все и она постоянно без царапин , и нахера заряжать постоянно машину трать енергию если в больнице нету света ***....
Смотри комент МикиМауса... он четко описал тупое поведение людей во время кризиса...
И МНОГОЕ ДРУГОЕ.....","2015-09-09T09:56:37+03:00","negative"
"164","вот это сериал!!! даже представить не можешь что бутит дальше, стока поворотов, особенно 3-сезон, и токо досмотрев понимаешь суть что к чему стоит того!!! И хоть от книги отличяется, мне сериал больше понравился!","2015-08-12T11:10:23+03:00","positive"
"165","В самом начале сериал показался, очень даже ничего, я даже поставил на эмоциях положительную оценку... НО... Чем дальше, тем сказочнее и абсурднее... С трудом себя заставил посмотреть первые две серии второго сезона и думаю это предел... Сериал наверно больше рассчитан для подросткового периода )","2015-07-30T20:05:55+03:00","negative"
"166","книгу не читал, может поэтому 1-й сезон понравился, 2-й тоже не плохой, но 3-й это уже какая то сказка, посмотрел до половины 4-й серии, на большее меня не хватило, дальше смотреть не буду.","2015-07-24T20:20:05+03:00","negative"
"167","Это просто ужас какой-то))))  Первых пару серий еще интересно было смотреть , ожидался интересный сюжет, но все настолько закрутили и запутали, что смотреть стало просто невыносимо. Потерялся всякий смысл, связь. Режиссеры совершенно бездарные. Куча ляпов, никакой последовательности. Такого дебилизма еще поискать надо. Выдумывают уже все подряд, набор всего что угодно с других фильмов и сериалов. КАТАСТРОФА!","2015-03-21T22:21:37+02:00","negative"
"168","Сериал действительно крутой, очень интересный и всегда есть интерес посмотреть следующую серию. Если вы любите фантастику и детектив с элементами драмы то смотреть в обязательном порядке ну, а если вам не нравятся немного затянутые скучноватые сериалы или фильмы то можете посмотреть ради сюжета здесь над ним хорошо постарались. 

Я ставлю 9/10","2015-03-29T22:36:43+03:00","positive"
"169","Это не ""Купол"" Кинга, это какой то фуфел сопливый. Нахрена это дерьмо назвали ""Куполом""? Ничего общего с книгой кроме имён персонажей.  Назвать надо было ""бред сценаристов"", было бы честно.  Кто книгу не читал, и желает время просадить, пожалуйста. Не надо было его ""Куполом"" называть, ой не надо.","2015-08-28T13:24:55+03:00","negative"
"170","Это шутка??!! Такую концовку ни кто себе не позволял! Самого главного в 1 сезоне не показывают, а 2 еще не вышел! Бесит жутко, неужели создатели думали что это интрига? Это не справедливость, а ни интрига!","2013-10-21T01:48:02+03:00","negative"
"171","В этом фильме на жуткую бессмысленность наложились третьесортные актёры из сельскго театра и недоработанный сценарий.

Ужасный примитивизм, уровень российского кинематографа.

Кинг умеет красиво излагать, поэтому, когда читаешь - увлекаешься, но смысла, если посмотреть в общем - ноль.

Вот почему экранизация его фильмов всегда набирает низкие балы по рейтингу IMDB или kinopoisk (кроме ""зеленой мили"").","2014-10-14T21:41:04+03:00","negative"
"172","Если быть честным, то с точки зрения, как фаната сериала ""Во все тяжкие"", это полный отстой, у каждого конечно своя точка зрения, но я даже первый сезон не смог досмотреть, сюжет разтянутый, много воды, игра актеров как будто исскуственная - абсолютно не внушает  доверия, моя оценка 2 из 10.","2014-08-02T01:22:42+03:00","negative"
"173","Ну и бред... Больше 3 серий просто не осилил. Меня злит что убил несколько часов, вот и все. Самый впечатлительный момент, это когда корову куполом пополам перерезало =)","2013-12-16T21:07:51+02:00","negative"
"174","Очень хороший фантастический сериал интересная развяска сюжета смотрю с удовольствием интересно чем всё закончится","2013-11-02T23:17:21+02:00","positive"
"175","IMHO

хватило на 5 мин! так как кал редкостный, нет игры актеров и как по мне сюжет совсем не о чем!!!!!!!!","2013-09-10T01:24:38+03:00","negative"
"176","Сразу скажу - книгу не читал.
Сериал ооочень не понравился. В первую очередь сценарием. Задумка классная, однако реализация ее... Ну не ведут себя так люди в ситуации когда они отрезаны от внешнего мира! Ето касается и главных героев и просто поведения всех людей! Все диалоги ужасно натянуты, герои тупо забывают события двухдневной давности, не умеют думать и задавать вопросы (не хочу спойлерить и приводить примеры). Отдельно хочу сказать об игре актеров.. Практически все лица главных героев абсолютно статичны и неестественны. Сериал просмотрел первый сезон пока был на больничном)) Общее впечатление - дешевая экранизация фильма по Стивену Кингу, коих огромное множество. Вообщем, если вы сильно вникаете в сериал - можно смотреть, а если любите анализировать и думать над сюжетом - настоятельно НЕ рекомендую.","2013-10-09T15:34:52+03:00","negative"
"177","Просмотрела весь сезон, если честно по Кингу не все читала, но все смотрела. Это худшее из того что я видела. Я заставила себя досмотреть сезон, надеясь на на то что будет еще интересно, но увы(. Из сериалов по Кингу понравилась только Потеряная комната, говоря о фильмах - любимое  - это Мгла. 4/10","2013-09-23T23:07:24+03:00","negative"
"178","Если не читал книгу, сериал хороший!
Если смотреть после прочтения - то от книги осталось: купол, часть действующих лиц, город.
Остальное как-то плоско, непонятна сама суть происходящего.
Ну и игра актеров - сори если кого из любителей обижу - это как в ""Прокурорской проверке"", игры в принципе никакой.
Затянуло только тем что уж больно хочется досмотреть во что превратится отличная книга не экране!!!","2013-09-23T12:31:38+03:00","negative"
"179","Понял одно..читал книгу не смотри сериал, так блин, раз читал нах смотришь?
мне лень читать, я смотрю и наслаждаюсь, чо вы портите общую картину?)","2013-08-08T09:26:27+03:00","positive"
"180","серіал класний))
але там в кожній серії хтось помирає...і переважно в кінці...
ххаа..він бачу закінчить тоді коли всі помруть)","2013-08-05T13:12:11+03:00","positive"
